source,target,source_dataset,target_dataset,closed_set,source_phase_partition_mode,source_phase_count,target_phase_partition_mode,target_phase_count,raw_source_phase_partition_mode,raw_source_phase_count,raw_target_phase_partition_mode,raw_target_phase_count,num_classes,fold_count,timematch_experiment,target_f1,target_accuracy,raw_source_phase_margin_p1,raw_source_phase_separability_p1,phase_separability_gap_p1,source_phase_separability_p1,source_phase_compactness_p3,source_phase_compactness_p4,source_phase_margin_p3,phase_compactness_gap_p4,source_phase_margin_p1,source_phase_compactness_p1,target_phase_compactness_p4,target_phase_compactness_p2,raw_source_phase_margin_p5,raw_source_phase_separability_p5,target_phase_compactness_p1,raw_phase_separability_gap_p1,source_phase_separability_p3,source_phase_margin_p4,phase_compactness_gap_p2,raw_target_phase_compactness_p3,target_phase_compactness_p3,source_phase_compactness_p2,raw_source_phase_margin_p2,source_phase_margin_p2,target_phase_compactness_p5,raw_target_phase_compactness_p1,raw_phase_compactness_gap_p3,raw_source_phase_compactness_p5,source_phase_compactness_p5,raw_source_phase_margin_p4,phase_compactness_gap_p5,source_phase_separability_p4,raw_phase_compactness_gap_p1,raw_target_phase_compactness_p2,phase_separability_gap_p2,target_phase_separability_p5,raw_source_phase_separability_p2,raw_phase_separability_gap_p5,target_phase_separability_p3,target_phase_margin_p5,phase_margin_gap_p5,phase_separability_gap_p5,phase_margin_gap_p1,target_phase_margin_p1,target_phase_separability_p2,target_phase_separability_p1,phase_compactness_gap_p1,phase_margin_gap_p2,target_phase_margin_p2,raw_source_phase_compactness_p1,raw_phase_margin_gap_p4,raw_phase_compactness_gap_p5,raw_target_phase_separability_p4,phase_margin_gap_p3,phase_margin_gap_p4,source_phase_separability_p2,phase_compactness_gap_p3,target_phase_margin_p3,target_phase_margin_p4,raw_phase_margin_gap_p3,raw_target_phase_margin_p3,raw_phase_margin_gap_p1,raw_phase_margin_gap_p5,raw_phase_margin_gap_p2,raw_target_phase_margin_p2,raw_target_phase_margin_p4,raw_target_phase_margin_p1,raw_target_phase_margin_p5,raw_target_phase_separability_p3,phase_separability_gap_p4,raw_target_phase_compactness_p4,phase_separability_gap_p3,raw_phase_separability_gap_p2,raw_phase_compactness_gap_p2,raw_phase_separability_gap_p3,raw_phase_separability_gap_p4,raw_source_phase_compactness_p2,target_phase_separability_p4,raw_target_phase_separability_p1,raw_target_phase_separability_p2,raw_phase_compactness_gap_p4,raw_target_phase_separability_p5,raw_source_phase_separability_p4,raw_target_phase_compactness_p5,raw_source_phase_separability_p3,raw_source_phase_compactness_p4,source_phase_separability_p5,source_phase_margin_p5,raw_source_phase_compactness_p3,raw_source_phase_margin_p3,source_samples,target_samples,source_phase_boundary_1,target_phase_boundary_1,raw_source_phase_boundary_1,raw_target_phase_boundary_1,source_phase_boundary_2,target_phase_boundary_2,raw_source_phase_boundary_2,raw_target_phase_boundary_2,source_phase_boundary_3,target_phase_boundary_3,raw_source_phase_boundary_3,raw_target_phase_boundary_3,source_phase_boundary_4,target_phase_boundary_4,raw_source_phase_boundary_4,raw_target_phase_boundary_4,checkpoint_dir
FR1,FR2,france/30TXT/2017,france/31TCJ/2017,True,structure,5,structure,5,structure,5,structure,5,11,1,timematch_30TXT_to_31TCJ_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003,0.7778698850044692,0.9560802443655577,0.12133369594812393,0.23531368374824524,-0.08286857604980469,0.4801405072212219,8.979910850524902,9.782257080078125,0.4223543703556061,0.5286455154418945,0.2692745327949524,9.47323989868164,9.25361156463623,8.301084518432617,0.09561069309711456,0.14493295550346375,7.817892074584961,0.11374003440141678,0.832298755645752,0.41262346506118774,-0.34052562713623047,668.1241455078125,8.433115005493164,7.960558891296387,0.17981918156147003,0.42607271671295166,11.373766899108887,499.68328857421875,-533.3065032958984,174.82595825195312,7.968790054321289,0.14043205976486206,-3.4049768447875977,0.6449345946311951,-223.9051513671875,478.30364990234375,0.1363128423690796,0.13865263760089874,0.5935841202735901,0.07400878518819809,1.7085727453231812,0.14609767496585846,0.035398006439208984,0.040422067046165466,-0.02501055598258972,0.2942850887775421,1.1539814472198486,0.5630090832710266,1.6553478240966797,-0.003205627202987671,0.42927834391593933,275.77813720703125,-0.0009262263774871826,25.021148681640625,0.20851311087608337,-0.23112830519676208,0.13205856084823608,1.2902942895889282,0.5467958450317383,0.6534826755523682,0.28056490421295166,-0.26175805553793907,0.3239578604698181,0.010967448353767395,0.033831432461738586,-0.025070205330848694,0.20488938689231873,0.14135828614234924,0.11036624759435654,0.06177926063537598,1.4255753755569458,0.22460386157035828,616.3182983398438,-0.8762739896774292,-0.26795393228530884,-142.84841918945312,-1.3796756453812122,0.05923345685005188,335.4552307128906,0.4203307330608368,0.12157364934682846,0.8615380525588989,-304.98260498046875,0.07092417031526566,0.26774656772613525,149.8048095703125,0.045899730175733566,311.335693359375,0.1790747046470642,0.18149568140506744,134.81764221191406,0.062199804931879044,106028,73493,5,3,16,3,8,14,19,13,11,17,23,17,18,26,26,27,/data/user/timematch/outputs/timematch_30TXT_to_31TCJ_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003
FR1,DK1,france/30TXT/2017,denmark/32VNH/2017,True,structure,5,structure,5,structure,5,structure,5,11,1,timematch_30TXT_to_32VNH_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003,0.6732770937211304,0.9540979414397136,0.12133369594812393,0.23531368374824524,-0.09180796146392822,0.4744436740875244,10.638481140136719,11.632569313049316,0.5132513046264648,1.4813995361328125,0.2649756968021393,9.601472854614258,10.151169776916504,12.594420433044434,0.09561069309711456,0.14493295550346375,12.9243803024292,-0.1090751588344574,1.1950193643569946,0.42443299293518066,-0.01897144317626953,183.7206573486328,12.349116325378418,12.575448989868164,0.17981918156147003,0.2986184060573578,13.79163932800293,254.91220092773438,-48.90301513671875,174.82595825195312,8.75401496887207,0.14043205976486206,-5.037624359130859,0.6433983445167542,20.865936279296875,443.0258483886719,-0.624148815870285,0.39004918932914734,0.5935841202735901,-0.030029773712158203,0.9575546383857727,23.093782424926758,-22.914476990699768,-0.21873076260089874,-34.56878361105919,34.83375930786133,1.107437252998352,0.5662516355514526,-3.3229074478149414,-21.316863924264908,21.615482330322266,275.77813720703125,-1.2574318051338196,-74.34477233886719,0.32509180903434753,-33.2150239944458,-26.981527090072632,0.483288437128067,-1.7106351852416992,33.728275299072266,27.405960083007812,-4.459376599639654,4.521576404571533,-3.676428459584713,-3.6311980932950974,-8.84796230494976,9.02778148651123,1.3978638648986816,3.797762155532837,3.726808786392212,0.23743276298046112,-0.031973838806152344,379.26336669921875,0.23746472597122192,-0.7133330702781677,-107.57061767578125,-0.19153303280472755,-0.05734524130821228,335.4552307128906,0.6753721833229065,0.34438884258270264,1.3069171905517578,-67.92767333984375,0.17496272921562195,0.26774656772613525,249.1707305908203,0.045899730175733566,311.335693359375,0.1713184267282486,0.17930543422698975,134.81764221191406,0.062199804931879044,106028,48123,3,5,16,9,6,9,19,12,9,12,23,23,18,18,26,26,/data/user/timematch/outputs/timematch_30TXT_to_32VNH_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003
FR1,AT1,france/30TXT/2017,austria/33UVP/2017,True,structure,5,structure,5,structure,5,structure,5,11,1,timematch_30TXT_to_33UVP_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003,0.7870006331643015,0.9610141766630316,0.12133369594812393,0.23531368374824524,0.26561808586120605,0.48905888199806213,9.474299430847168,10.140835762023926,0.4770084619522095,0.8723621368408203,0.24949967861175537,7.96263313293457,9.268473625183105,13.710099220275879,0.09561069309711456,0.14493295550346375,14.053826332092285,0.08105690777301788,1.0501784086227417,0.4090301990509033,-3.212740898132324,364.9145202636719,11.294778823852539,10.497358322143555,0.17981918156147003,0.2701582610607147,7.057993412017822,223.39930725097656,-230.0968780517578,174.82595825195312,7.012049674987793,0.14043205976486206,-0.0459437370300293,0.6283275485038757,52.37882995605469,370.571044921875,-0.019885987043380737,0.22780072689056396,0.5935841202735901,-0.05202728509902954,1.3642597198486328,0.19219879806041718,-0.013292044401168823,-0.06197148561477661,0.11842459440231323,0.13107508420944214,0.47802770137786865,0.22344079613685608,-6.091193199157715,-0.058579832315444946,0.32873809337615967,275.77813720703125,-0.08150766789913177,-46.03831481933594,1.3074606657028198,-0.0009664297103881836,-0.2946847677230835,0.4581417143344879,-1.820479393005371,0.47797489166259766,0.7037149667739868,-0.15702588483691216,0.2192256897687912,0.002162560820579529,-0.02079153060913086,-0.04947379231452942,0.22929297387599945,0.22193972766399384,0.1191711351275444,0.11640222370624542,0.2662939727306366,-1.028070867061615,1406.356689453125,-0.3140813112258911,-0.6561091542243958,-35.115814208984375,-0.22039424255490303,-1.0397140979766846,335.4552307128906,1.6563984155654907,0.15425677597522736,1.2496932744979858,-1095.02099609375,0.1969602406024933,0.26774656772613525,220.86427307128906,0.045899730175733566,311.335693359375,0.16582924127578735,0.17890675365924835,134.81764221191406,0.062199804931879044,106028,42731,3,4,16,6,6,7,19,12,9,13,23,17,18,20,26,20,/data/user/timematch/outputs/timematch_30TXT_to_33UVP_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003
FR2,FR1,france/31TCJ/2017,france/30TXT/2017,True,structure,5,structure,5,structure,5,structure,5,12,1,timematch_31TCJ_to_30TXT_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003,0.76960483161027,0.9683358258986128,0.10428790003061295,0.12085629254579544,0.001808464527130127,0.3633715808391571,8.811211585998535,6.9437360763549805,0.5062185525894165,0.29801177978515625,0.22763101756572723,5.566470146179199,6.645724296569824,7.2400102615356445,0.05872982740402222,0.0682501420378685,5.373048782348633,-0.110898457467556,1.1518733501434326,0.20045097172260284,-0.39724302291870117,134.56130981445312,6.85767936706543,6.842767238616943,0.19164124131202698,0.3703891932964325,4.808589458465576,277.0661315917969,545.8504333496094,149.06671142578125,4.558400630950928,0.13181829452514648,-0.25018882751464844,0.23265966773033142,224.12942504882812,332.612060546875,0.6585566401481628,0.12106271833181381,0.839356541633606,-0.06725894659757614,0.994408905506134,0.14511193335056305,-0.0544305294752121,-0.07400479167699814,0.023999929428100586,0.20363108813762665,0.32661980390548706,0.361563116312027,0.1934213638305664,0.15389332175254822,0.21649587154388428,501.195556640625,-0.0021619945764541626,-26.34661865234375,0.25210830569267273,0.06318619847297668,-0.16437353193759918,0.9851764440536499,1.9535322189331055,0.4430323541164398,0.364824503660202,0.22382206469774246,0.06884600967168808,-0.0091024711728096,-0.028095409274101257,0.02476753294467926,0.16687370836734772,0.13398028910160065,0.11339037120342255,0.08682523667812347,0.05572251230478287,-0.2758680284023285,310.2552185058594,0.15746444463729858,0.2782101035118103,150.814697265625,1.310849390923977,-0.05268558859825134,483.4267578125,0.5085276961326599,0.23175475001335144,0.5611464381217957,309.2550964355469,0.13550908863544464,0.1994227170944214,175.413330078125,1.3665719032287598,619.5103149414062,0.047057926654815674,0.09068140387535095,680.4117431640625,0.29266807436943054,74156,106107,3,3,3,16,14,6,13,19,19,9,17,23,27,18,27,26,/data/user/timematch/outputs/timematch_31TCJ_to_30TXT_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003
FR2,DK1,france/31TCJ/2017,denmark/32VNH/2017,True,structure,5,structure,5,structure,5,structure,5,12,1,timematch_31TCJ_to_32VNH_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003,0.5779128952436484,0.9418559876780901,0.10428790003061295,0.12085629254579544,-0.197087824344635,0.30547142028808594,6.795690536499023,5.556240081787109,0.44227227568626404,-0.0024504661560058594,0.23345832526683807,4.618843078613281,5.558690547943115,6.6859612464904785,0.05872982740402222,0.0682501420378685,4.460232734680176,-0.2235325500369072,1.0442698001861572,0.19859303534030914,0.06684255599975586,183.7206573486328,5.476116180419922,6.752803802490234,0.19164124131202698,0.35385096073150635,4.899132251739502,254.91220092773438,496.6910858154297,149.06671142578125,3.969181537628174,0.13181829452514648,-0.9299507141113281,0.22477738559246063,246.28335571289062,443.0258483886719,-0.03583413362503052,0.37821269035339355,0.839356541633606,-0.10671258717775345,0.6567344069480896,49.12809371948242,-49.00137396156788,-0.2701638862490654,-55.83358879387379,56.067047119140625,0.85456782579422,0.502559244632721,0.15861034393310547,-30.49407994747162,30.847930908203125,501.195556640625,-1.2660455703735352,-100.10401916503906,0.32509180903434753,-42.3950232565403,-33.48482142388821,0.8187336921691895,1.3195743560791016,42.83729553222656,33.683414459228516,-4.228908330202103,4.521576404571533,-3.693474255502224,-3.6680789589881897,-8.836140245199203,9.02778148651123,1.3978638648986816,3.797762155532837,3.726808786392212,0.23743276298046112,-0.15046028792858124,379.26336669921875,0.3875353932380676,-0.46756064891815186,40.400909423828125,1.1291391402482986,-0.12566909193992615,483.4267578125,0.37523767352104187,0.34438884258270264,1.3069171905517578,240.2469482421875,0.17496272921562195,0.1994227170944214,249.1707305908203,1.3665719032287598,619.5103149414062,0.10804880410432816,0.12671975791454315,680.4117431640625,0.29266807436943054,74156,48123,3,5,3,9,9,8,13,12,19,16,17,23,26,27,27,26,/data/user/timematch/outputs/timematch_31TCJ_to_32VNH_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003
FR2,AT1,france/31TCJ/2017,austria/33UVP/2017,True,structure,5,structure,5,structure,5,structure,5,12,1,timematch_31TCJ_to_33UVP_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003,0.6497910847228718,0.9564688387183994,0.10428790003061295,0.12085629254579544,0.17097368836402893,0.32723093032836914,7.165745735168457,5.225076198577881,0.5055948495864868,-0.622647762298584,0.2160014659166336,4.233651161193848,5.847723960876465,7.879726409912109,0.05872982740402222,0.0682501420378685,5.568483352661133,-0.033400483429431915,1.082491397857666,0.20226074755191803,-2.12691068649292,364.9145202636719,5.0946807861328125,5.7528157234191895,0.19164124131202698,0.34836652874946594,4.05615234375,223.39930725097656,315.4972229003906,149.06671142578125,3.4170234203338623,0.13181829452514648,-0.6391289234161377,0.23669971525669098,277.79624938964844,370.571044921875,0.09225398302078247,0.18326032161712646,0.839356541633606,-0.1287100985646248,1.1358057260513306,0.17537012696266174,-0.08381731063127518,-0.13454441726207733,0.06087978184223175,0.15512168407440186,0.8369202613830566,0.1562572419643402,-1.3348321914672852,-0.05140224099159241,0.39976876974105835,501.195556640625,-0.09012143313884735,-71.79756164550781,1.3074606657028198,0.08470591902732849,-0.42574916779994965,0.9291742444038391,2.0710649490356445,0.4208889305591583,0.6280099153518677,0.07344238460063934,0.2192256897687912,-0.014883235096931458,-0.057672396302223206,-0.03765173256397247,0.22929297387599945,0.22193972766399384,0.1191711351275444,0.11640222370624542,0.2662939727306366,-1.0614739507436752,1406.356689453125,-0.05331432819366455,-0.4103367328643799,112.855712890625,1.1002779304981232,-1.1080379486083984,483.4267578125,1.2981736660003662,0.15425677597522736,1.2496932744979858,-786.8463745117188,0.1969602406024933,0.1994227170944214,220.86427307128906,1.3665719032287598,619.5103149414062,0.04871590435504913,0.09155281633138657,680.4117431640625,0.29266807436943054,74156,42731,3,6,3,6,14,10,13,12,19,13,17,17,27,20,27,20,/data/user/timematch/outputs/timematch_31TCJ_to_33UVP_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003
DK1,FR1,denmark/32VNH/2017,france/30TXT/2017,True,structure,5,structure,5,structure,5,structure,5,12,1,timematch_32VNH_to_30TXT_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003,0.5787545342488224,0.9531973803311857,0.0698949545621872,0.0794692412018776,-0.14104244112968445,0.22594010829925537,3.7148311138153076,3.677032470703125,0.3210727870464325,0.1992626190185547,0.16805407404899597,3.2899937629699707,3.4777698516845703,4.272207736968994,0.05414534732699394,0.03978513926267624,3.554112434387207,-0.07896316796541214,0.42798981070518494,0.14962230622768402,-0.06315135955810547,185.241455078125,4.121191024780273,4.209056377410889,0.1222417876124382,0.2762506604194641,3.0975427627563477,409.2525939941406,-22.684097290039062,222.9741668701172,4.1933698654174805,0.08052527159452438,1.0958271026611328,0.11829560250043869,-234.60694885253906,407.1723327636719,-0.12142634391784668,0.1489836722612381,0.2234310656785965,-0.07423916459083557,0.4106334149837494,0.1607799530029297,0.007324323058128357,0.012976527214050293,-0.09687808156013489,0.26493215560913086,0.8069561719894409,0.3669825494289398,-0.26411867141723633,-0.16178354620933533,0.43803420662879944,174.64564514160156,-0.09271878749132156,42.40586853027344,0.4005037844181061,-0.004592537879943848,-0.16951848566532135,0.6855298280715942,-0.4063599109649658,0.32566532492637634,0.31914079189300537,-0.018474489450454712,0.09761818498373032,-0.04207456111907959,-0.02306186780333519,-0.05737418681383133,0.17961597442626953,0.17324405908584595,0.11196951568126678,0.07720721513032913,0.14268453419208527,-0.49453283101320267,327.6715393066406,0.017356395721435547,-0.12213091552257538,-42.91815185546875,-0.08635655790567398,-0.1814834177494049,364.2541809082031,0.6128284335136414,0.15843240916728973,0.3455619812011719,7.11517333984375,0.11402430385351181,0.21902036666870117,180.56829833984375,0.056327976286411285,334.7867126464844,0.1619601994752884,0.16810427606105804,162.55735778808594,0.0791436955332756,53823,104447,5,5,5,5,12,10,12,9,18,16,23,16,24,19,26,19,/data/user/timematch/outputs/timematch_32VNH_to_30TXT_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003
DK1,FR2,denmark/32VNH/2017,france/31TCJ/2017,True,structure,5,structure,5,structure,5,structure,5,12,1,timematch_32VNH_to_31TCJ_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003,0.48774269407251064,0.9030236992645055,0.0698949545621872,0.0794692412018776,-0.22489260137081146,0.22824232280254364,3.178062915802002,3.321056604385376,0.30353283882141113,-0.20580148696899414,0.156593918800354,3.0364437103271484,3.52685809135437,3.6110177040100098,0.05414534732699394,0.03978513926267624,3.149811267852783,-0.03504402935504913,0.4201865792274475,0.1410587877035141,0.3662421703338623,1633.7183837890625,4.519989490509033,3.977259874343872,0.1222417876124382,0.25745493173599243,3.127758026123047,513.219970703125,-1471.1610260009766,222.9741668701172,3.934288740158081,0.08052527159452438,0.8065307140350342,0.09414859861135483,-338.57432556152344,444.0799560546875,-0.2370322346687317,0.2220066487789154,0.2234310656785965,-0.038202524185180664,1.2612323760986328,0.2038591504096985,-0.038005515933036804,-0.06532779335975647,-0.11398553848266602,0.27057945728302,0.8493936657905579,0.4531349241733551,-0.11336755752563477,-0.14661601185798645,0.4040709435939789,174.64564514160156,-0.05294399708509445,68.99440002441406,0.19513799250125885,-0.18712416291236877,-0.23499198257923126,0.6123614311218262,-1.3419265747070312,0.4906570017337799,0.37605077028274536,-0.2606334164738655,0.3397771120071411,-0.03538481891155243,-0.01288909837603569,-0.07510928064584732,0.19735106825828552,0.13346926867961884,0.10527977347373962,0.06703444570302963,1.1131170988082886,-0.6197726503014565,616.1336059570312,-0.8410457968711853,-0.3854117840528488,-79.82577514648438,-1.0567891225218773,0.023882374167442322,364.2541809082031,0.7139212489128113,0.11451327055692673,0.6088428497314453,-281.3468933105469,0.0779876634478569,0.21902036666870117,153.97976684570312,0.056327976286411285,334.7867126464844,0.15667885541915894,0.16585363447666168,162.55735778808594,0.0791436955332756,53823,57128,5,3,5,3,10,9,12,14,18,12,23,17,24,19,26,27,/data/user/timematch/outputs/timematch_32VNH_to_31TCJ_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003
DK1,AT1,denmark/32VNH/2017,austria/33UVP/2017,True,structure,5,structure,5,structure,5,structure,5,12,1,timematch_32VNH_to_33UVP_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003,0.6436921958393889,0.9247049769112365,0.0698949545621872,0.0794692412018776,0.10164663195610046,0.2442133128643036,3.272118091583252,2.863818645477295,0.30882471799850464,-0.5421085357666016,0.17119760811328888,2.8279080390930176,3.4059271812438965,3.6919898986816406,0.05414534732699394,0.03978513926267624,4.196683406829834,-0.04091809689998627,0.4252273738384247,0.15223781764507294,-0.0990908145904541,328.0874938964844,3.711426019668579,3.5928990840911865,0.1222417876124382,0.26757124066352844,2.3997814655303955,215.0449981689453,-165.53013610839844,222.9741668701172,3.5987601280212402,0.08052527159452438,1.1989786624908447,0.12594260275363922,-40.39935302734375,370.4739990234375,0.4907079041004181,0.17774659395217896,0.2234310656785965,-0.10278322547674179,1.1995309591293335,0.16682663559913635,0.004479661583900452,-0.021212205290794373,0.04621981084346771,0.12497779726982117,0.2545795142650604,0.14256668090820312,-1.3687753677368164,0.07438518106937408,0.19318605959415436,174.64564514160156,-0.09329725056886673,7.1520233154296875,0.8307576775550842,-0.05467084050178528,-0.4122435003519058,0.7452874183654785,-0.43930792808532715,0.3634955585002899,0.5644813179969788,-0.1059793010354042,0.1851229965686798,-0.025236167013645172,-0.031400006264448166,-0.06784749776124954,0.19008928537368774,0.1738225221633911,0.09513112157583237,0.08554535359144211,0.1843021810054779,-1.071230873465538,1346.679931640625,-0.7743035852909088,-0.8863897770643234,-6.219818115234375,-0.12797420471906662,-0.6117373108863831,364.2541809082031,1.1971734762191772,0.12038733810186386,1.10982084274292,-1011.8932189941406,0.14256836473941803,0.21902036666870117,215.8221435546875,0.056327976286411285,334.7867126464844,0.15653438866138458,0.1713062971830368,162.55735778808594,0.0791436955332756,53823,43959,5,3,5,6,11,6,12,12,18,13,23,17,24,20,26,20,/data/user/timematch/outputs/timematch_32VNH_to_33UVP_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003
AT1,FR1,austria/33UVP/2017,france/30TXT/2017,True,structure,5,structure,5,structure,5,structure,5,10,1,timematch_33UVP_to_30TXT_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003,0.6401507906119117,0.8909655652546458,0.10556018352508545,0.14383135735988617,-0.11109191179275513,0.2025771141052246,2.955033779144287,1.9598376750946045,0.5433404445648193,-0.34345078468322754,0.1578429490327835,1.9116880893707275,2.303288459777832,2.7423901557922363,0.09877236187458038,0.16808375716209412,2.5785491466522217,-0.03439916670322418,1.0426979064941406,0.21344628930091858,0.6164016723632812,189.98590087890625,2.3675968647003174,3.3587918281555176,0.2138698548078537,0.40241923928260803,1.8654065132141113,419.2727966308594,133.39633178710938,217.96661376953125,1.5359848737716675,0.19715380668640137,-0.32942163944244385,0.22472290694713593,-200.7292938232422,406.64288330078125,0.7480751872062683,0.1382361501455307,1.2332926988601685,0.056918539106845856,0.30896010994911194,0.14971356093883514,-0.01675555109977722,0.0420195609331131,-0.10037489235401154,0.25821784138679504,0.6899437308311462,0.31366902589797974,-0.6668610572814941,-0.019389241933822632,0.42180848121643066,218.5435028076172,0.001277342438697815,41.29835510253906,0.463175892829895,0.2450585663318634,-0.09207797050476074,1.4380189180374146,0.5874369144439697,0.29828187823295593,0.3055242598056793,0.09973128139972687,0.10594356060028076,-0.012477099895477295,0.013069398701190948,0.029610320925712585,0.1842595338821411,0.19587646424770355,0.11803728342056274,0.08570296317338943,0.15911051630973816,-0.29212118685245514,330.7857971191406,0.7337377965450287,0.8981666266918182,-36.690826416015625,0.048429444432258606,0.5206617712974548,369.9520568847656,0.5168440937995911,0.17823052406311035,0.3351260721683502,1050.5851745605469,0.11116521805524826,0.9838376641273499,176.6682586669922,0.20753996074199677,1381.3709716796875,0.1802557110786438,0.13295800983905792,323.3822326660156,0.20567484200000763,43809,104138,6,5,6,5,12,9,12,9,20,16,17,16,24,19,20,19,/data/user/timematch/outputs/timematch_33UVP_to_30TXT_closedset_noshift_sourcephasecompact_p5_v222_s010_rel003
